archetype	section	code	field	context	source	target	note
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0001	description	EVALUATION > data/ITEM_TREE	@ internal @	@ internal @	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0002	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Substance	物質	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0002	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Identification of a substance, or substance class, that is considered to put the individual at risk of an adverse reaction event.	個人に有害反応イベントが生じるリスクをもたらすと考えられる物質、または物質の分類を示す。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0002	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Both an individual substance and a substance class are valid entries in 'Substance'. A substance may be a compound of simpler substances, for example a medicinal product. It is strongly recommended that the 'Substance' is coded with a terminology capable of triggering decision support, where possible. For example: Snomed CT, DM+D, RxNorm, NDFRT, ATC, New Zealand Universal List of Medicines and Australian Medicines Terminology. Free text entry should only be used if there is no appropriate terminology available.	「物質」には、個別の物質と物質の分類のどちらも記録できる。医薬品のように、複数の単純な物質からなるものもある。可能であれば、意思決定支援を起動できる用語集により「物質」をコード化することを強く推奨する。例：Snomed CT、DM+D、RxNorm、NDFRT、ATC、New Zealand Universal List of Medicines、Australian Medicines Terminology。自由記述は、適切な用語集を利用できない場合にのみ用いる。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0006	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Comment	コメント	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0006	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Additional narrative about the propensity for the adverse reaction, not captured in other fields.	他の項目には収まらない有害反応の素因についての追加の記述。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0006	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	For example: including reason for flagging a 'Criticality' of 'High risk'; and instructions related to future exposure or administration of the Substance, such as administration within an Intensive Care Unit or under corticosteroid cover.	例：「重症度」を「高リスク」とした理由や、今後の物質への曝露や投与に関する指示。集中治療室での投与や、副腎皮質ステロイドの予防的投与下での投与など。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0042	text	EVALUATION > protocol/ITEM_TREE	Tree	Tree	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0042	description	EVALUATION > protocol/ITEM_TREE	@ internal @	@ internal @	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0047	text	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	Supporting clinical record information	裏付けとなる臨床記録情報	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0047	description	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	Link to further information about the presentation and findings that exist elsewhere in the health record, including allergy test reports.	アレルギー検査報告書など、健康記録の別の箇所にある臨床像や所見に関する追加情報へのリンク。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0047	comment	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	For example, presenting symptoms, examination findings, diagnosis etc.	例：受診時の症状、診察所見、診断など。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0058	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Reaction mechanism	反応の機序	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0058	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Identification of the underlying physiological mechanism for the adverse reaction.	有害反応の基盤となる生理的な機序を示す。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0058	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Immune-mediated responses have been traditionally regarded as an indicator for escalation of significant future risk. Contemporary knowledge suggests that some reactions previously thought to be immune are actually non-immune and still carry life threatening risk. \n\nImmunological testing may provide supporting evidence for the mechanism and causative substance , but no tests are 100% sensitive or specific for a sensitivity. \n\nIt is acknowledged that most clinicians will NOT be able to distinguish the mechanism of any specific reaction. However this data element is included because many legacy systems have captured this attribute.	免疫介在性の反応は、従来、今後の重大なリスクが高まることを示す指標とされてきた。しかし、現在の知見では、以前は免疫介在性と考えられていた反応の一部は実際には非免疫介在性であり、それでも生命を脅かすリスクがあるとされている。 \n\n免疫学的検査は、機序や原因物質を裏付ける根拠となることがある。ただし、感受性について感度または特異度が100%の検査はない。 \n\n多くの医療従事者は、個々の反応の機序を区別できないと考えられる。それでも、多くの既存システムでこの属性を記録してきたため、本データエレメントを設けている。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0059	text		Immune mediated	免疫介在性	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0059	description		Immune mediated reaction, including allergic reactions and hypersensitivities.	アレルギー反応や過敏症を含む、免疫介在性の反応。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0060	text		Non-immune mediated	非免疫介在性	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0060	description		A non-immune mediated reaction, which can include pseudo-allergic reactions, side effects, intolerances, drug toxicities (for example, to Gentamicin).	偽アレルギー反応、副作用、不耐症、薬剤毒性（例：ゲンタマイシンによるもの）などを含む、非免疫介在性の反応。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0062	text	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	Last updated	最終更新日	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0062	description	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	Date when the propensity or the reaction event was updated.	素因または反応イベントの情報が更新された日。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0063	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Verification status	検証状態	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0063	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Assertion about the certainty of the propensity, or potential future risk, of the identified 'Substance' to cause a reaction.	特定された「物質」に対して反応を起こす素因、または今後反応を起こす可能性について、その確度を示す記述。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0063	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Decision support would typically raise alerts for 'Unconfirmed' and 'Confirmed', and ignore a 'Refuted' reaction. Clinical systems may choose not to display Adverse reaction entries with a 'Refuted' status in the Adverse Reaction List. However, 'Refuted' may be useful for reconciliation of the adverse reaction list or when communicating between systems. Some implementations may choose to make this field mandatory. The free text data type will allow for local variation by enabling other value sets to be applied to this data element in a template - in this situation it is recommended that values should be coded using a terminology.	意思決定支援では、通常、「未確認」と「確認済み」に対してアラートを出し、「否定」の反応は対象外とする。臨床システムでは、状態が「否定」の有害反応の記録を有害反応リストに表示しないこともできる。ただし、「否定」の情報は、有害反応リストの照合・調整やシステム間の情報交換に役立つ場合がある。実装によっては、この項目を必須にすることもできる。自由記述のデータ型も選択できるため、テンプレートではこのデータエレメントに別の値セットを設定し、施設などによる違いに対応できる。その場合は、用語集により値をコード化することを推奨する。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0064	text		Unconfirmed	未確認	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0064	description		The propensity for a reaction to the identified 'Substance' has not been objectively verified.	特定された「物質」に対して反応を起こす素因が、客観的に検証されていない。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0065	text		Confirmed	確認済み	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0065	description		The propensity for a reaction to the identified 'Substance' has been objectively verified. This may include clinical evidence by testing, re-challenge or observation.	特定された「物質」に対して反応を起こす素因が、客観的に検証されている。検査、再負荷、観察による臨床的根拠などに基づく。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0066	text		Refuted	否定	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0066	description		A propensity for a reaction to the identified 'Substance' has been disputed or disproven with a sufficient level of clinical certainty to justify invalidating the assertion. This may include clinical evidence by testing, re-challenge or observation.	特定された「物質」に対して反応を起こす素因があるという判断について、それを無効とするのに十分な臨床的確度で異議が示されたか、反証されている。検査、再負荷、観察による臨床的根拠などに基づく。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0101	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Criticality	重症度	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0101	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	An indication of the potential for critical system organ damage or life threatening consequence.	重篤な臓器系の障害や生命を脅かす結果が生じる可能性を示す。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0101	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	This can be regarded as a predictive judgement of a 'worst case scenario'. In most contexts 'Low' would be regarded as the default value.	「最悪の事態」を予測した判断とみなすことができる。多くの場合、「低」を既定値とする。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0102	text		Low	低	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0102	description		Exposure to substance unlikely to result in critical system organ damage or life threatening consequence. Future exposure to the identified 'Substance' should be considered a relative contra-indication in normal clinical circumstances.	物質への曝露によって、重篤な臓器系の障害や生命を脅かす結果が生じる可能性は低い。通常の臨床状況では、特定された「物質」への今後の曝露は相対的禁忌とみなすべきである。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0103	text		High	高	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0103	description		Exposure to substance may result in critical organ system damage or life threatening consequence. Future exposure to the identified 'Substance' should be considered an absolute contra-indication in normal clinical circumstances.	物質への曝露によって、重篤な臓器系の障害や生命を脅かす結果が生じる可能性がある。通常の臨床状況では、特定された「物質」への今後の曝露は絶対的禁忌とみなすべきである。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0117	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Onset of last reaction	反応が起きた直近の日時	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0117	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	The date and/or time of the onset of the last known occurrence of a reaction event.	把握されている中で反応イベントが最後に発症した日付や時刻。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0117	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	For example: the actual date and/or time of onset; the interval of time during which the onset occurred; the age of the individual at the time of the onset; or the duration of time since the onset occurred. A partial date is valid, using the DV_DATE_TIME data type, to record only a year.	例：実際の発症日時、発症したと考えられる期間、発症時の年齢、発症からの経過時間。DV_DATE_TIME データ型を用いて、年のみを記録する部分的な日付も許容される。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0120	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Category	区分	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0120	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Category of the identified 'Substance'.	特定された「物質」の区分。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0120	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	This data element has been included because it is currently being captured in some clinical systems. This data can be derived from the Substance where coding systems are used, and is effectively redundant in that situation.	一部の臨床システムで現在この情報を記録しているため、本データエレメントを設けている。コード体系を使用している場合、この情報は「物質」から導出できるため、実質的には冗長となる。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0121	text		Food	食物	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0121	description		Any substance consumed to provide nutritional support for the body, such as peanut or egg.	ピーナッツや卵など、身体に栄養を供給するために摂取するあらゆる物質。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0122	text		Medication	薬剤	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0122	description		Any substance administered to achieve a physiological effect.	生理的な作用を得るために投与するあらゆる物質。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0123	text		Other	その他	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0123	description		Any other substance encountered including venom, latex and other environmental substances.	毒、ラテックス、その他の環境中の物質など、接触するその他のあらゆる物質。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0124	text		Indeterminate	判定不能	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0124	description		Unable to assess with information available.	利用可能な情報では評価できない。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0126	text		Indeterminate	判定不能	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0126	description		The physiological mechanism could not be determined.	生理的な機序を判定できなかった。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0128	text	EVALUATION > protocol/ITEM_TREE > items/CLUSTER	Extension	Extension	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0128	description	EVALUATION > protocol/ITEM_TREE > items/CLUSTER	Additional information required to capture local content or to align with other reference models/formalisms.	ローカルコンテンツを捕捉するため、あるいは他の参照モデルや形式手法と整合させるために必要な追加情報。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0128	comment	EVALUATION > protocol/ITEM_TREE > items/CLUSTER	For example: local information requirements or additional metadata to align with FHIR equivalents.	例：ローカルな情報要件や、FHIRの相当するものに適合させるための追加メタデータなど。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0129	text	EVALUATION > data/ITEM_TREE > items/CLUSTER	Reaction event summary	反応イベントの要約	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0129	description	EVALUATION > data/ITEM_TREE > items/CLUSTER	Summary details about each adverse reaction event linked to exposure to the identified 'Substance'.	特定された「物質」への曝露に関連する、各有害反応イベントの詳細情報の要約。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0130	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Active/inactive status	アクティブ・インアクティブの状態	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0130	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Status about whether the adverse reaction risk statement is active or inactive.	有害反応リスクに関する記述がアクティブかインアクティブかを示す状態。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0131	text		Active	アクティブ	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0131	description		The subject is currently experiencing, or is at risk of, a reaction to the identified substance.	ケア対象者は、特定された物質に対する反応を現在起こしているか、起こすリスクがある。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0132	text		Inactive	インアクティブ	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0132	description		The subject is no longer at risk of a reaction to the identified substance.	ケア対象者は、特定された物質に対する反応を起こすリスクがなくなっている。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0133	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Onset of first reaction	反応が最初に起きた日時	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0133	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	The onset of the first known occurrence of a reaction event.	把握されている中で反応イベントが最初に起きた日時。	
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0133	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	For example: the actual date and/or time of onset; the interval of time during which the onset occurred; the age of the individual at the time of the onset; or the duration of time since the onset occurred. A partial date is valid, using the DV_DATE_TIME data type, to record only a year.	例：実際の発症日時、発症したと考えられる期間、発症時の年齢、発症からの経過時間。DV_DATE_TIME データ型を用いて、年のみを記録する部分的な日付も許容される。	
