archetype	section	code	field	context	source	target	note
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0001	description	EVALUATION > data/ITEM_TREE	@ internal @		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0002	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Substance		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0002	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Identification of a substance, or substance class, that is considered to put the individual at risk of an adverse reaction event.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0002	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Both an individual substance and a substance class are valid entries in 'Substance'. A substance may be a compound of simpler substances, for example a medicinal product. It is strongly recommended that the 'Substance' is coded with a terminology capable of triggering decision support, where possible. For example: Snomed CT, DM+D, RxNorm, NDFRT, ATC, New Zealand Universal List of Medicines and Australian Medicines Terminology. Free text entry should only be used if there is no appropriate terminology available.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0006	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Comment		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0006	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Additional narrative about the propensity for the adverse reaction, not captured in other fields.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0006	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	For example: including reason for flagging a 'Criticality' of 'High risk'; and instructions related to future exposure or administration of the Substance, such as administration within an Intensive Care Unit or under corticosteroid cover.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0042	text	EVALUATION > protocol/ITEM_TREE	Tree		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0042	description	EVALUATION > protocol/ITEM_TREE	@ internal @		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0047	text	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	Supporting clinical record information		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0047	description	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	Link to further information about the presentation and findings that exist elsewhere in the health record, including allergy test reports.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0047	comment	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	For example, presenting symptoms, examination findings, diagnosis etc.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0058	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Reaction mechanism		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0058	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Identification of the underlying physiological mechanism for the adverse reaction.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0058	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Immune-mediated responses have been traditionally regarded as an indicator for escalation of significant future risk. Contemporary knowledge suggests that some reactions previously thought to be immune are actually non-immune and still carry life threatening risk. \n\nImmunological testing may provide supporting evidence for the mechanism and causative substance , but no tests are 100% sensitive or specific for a sensitivity. \n\nIt is acknowledged that most clinicians will NOT be able to distinguish the mechanism of any specific reaction. However this data element is included because many legacy systems have captured this attribute.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0059	text		Immune mediated		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0059	description		Immune mediated reaction, including allergic reactions and hypersensitivities.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0060	text		Non-immune mediated		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0060	description		A non-immune mediated reaction, which can include pseudo-allergic reactions, side effects, intolerances, drug toxicities (for example, to Gentamicin).		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0062	text	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	Last updated		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0062	description	EVALUATION > protocol/ITEM_TREE > items/ELEMENT	Date when the propensity or the reaction event was updated.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0063	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Verification status		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0063	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Assertion about the certainty of the propensity, or potential future risk, of the identified 'Substance' to cause a reaction.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0063	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	Decision support would typically raise alerts for 'Unconfirmed' and 'Confirmed', and ignore a 'Refuted' reaction. Clinical systems may choose not to display Adverse reaction entries with a 'Refuted' status in the Adverse Reaction List. However, 'Refuted' may be useful for reconciliation of the adverse reaction list or when communicating between systems. Some implementations may choose to make this field mandatory. The free text data type will allow for local variation by enabling other value sets to be applied to this data element in a template - in this situation it is recommended that values should be coded using a terminology.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0064	text		Unconfirmed		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0064	description		The propensity for a reaction to the identified 'Substance' has not been objectively verified.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0065	text		Confirmed		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0065	description		The propensity for a reaction to the identified 'Substance' has been objectively verified. This may include clinical evidence by testing, re-challenge or observation.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0066	text		Refuted		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0066	description		A propensity for a reaction to the identified 'Substance' has been disputed or disproven with a sufficient level of clinical certainty to justify invalidating the assertion. This may include clinical evidence by testing, re-challenge or observation.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0101	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Criticality		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0101	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	An indication of the potential for critical system organ damage or life threatening consequence.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0101	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	This can be regarded as a predictive judgement of a 'worst case scenario'. In most contexts 'Low' would be regarded as the default value.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0102	text		Low		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0102	description		Exposure to substance unlikely to result in critical system organ damage or life threatening consequence. Future exposure to the identified 'Substance' should be considered a relative contra-indication in normal clinical circumstances.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0103	text		High		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0103	description		Exposure to substance may result in critical organ system damage or life threatening consequence. Future exposure to the identified 'Substance' should be considered an absolute contra-indication in normal clinical circumstances.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0117	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Onset of last reaction		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0117	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	The date and/or time of the onset of the last known occurrence of a reaction event.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0117	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	For example: the actual date and/or time of onset; the interval of time during which the onset occurred; the age of the individual at the time of the onset; or the duration of time since the onset occurred. A partial date is valid, using the DV_DATE_TIME data type, to record only a year.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0120	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Category		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0120	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Category of the identified 'Substance'.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0120	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	This data element has been included because it is currently being captured in some clinical systems. This data can be derived from the Substance where coding systems are used, and is effectively redundant in that situation.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0121	text		Food		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0121	description		Any substance consumed to provide nutritional support for the body, such as peanut or egg.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0122	text		Medication		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0122	description		Any substance administered to achieve a physiological effect.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0123	text		Other		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0123	description		Any other substance encountered including venom, latex and other environmental substances.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0124	text		Indeterminate		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0124	description		Unable to assess with information available.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0126	text		Indeterminate		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0126	description		The physiological mechanism could not be determined.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0128	text	EVALUATION > protocol/ITEM_TREE > items/CLUSTER	Extension		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0128	description	EVALUATION > protocol/ITEM_TREE > items/CLUSTER	Additional information required to capture local content or to align with other reference models/formalisms.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0128	comment	EVALUATION > protocol/ITEM_TREE > items/CLUSTER	For example: local information requirements or additional metadata to align with FHIR equivalents.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0129	text	EVALUATION > data/ITEM_TREE > items/CLUSTER	Reaction event summary		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0129	description	EVALUATION > data/ITEM_TREE > items/CLUSTER	Summary details about each adverse reaction event linked to exposure to the identified 'Substance'.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0130	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Active/inactive status		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0130	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	Status about whether the adverse reaction risk statement is active or inactive.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0131	text		Active		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0131	description		The subject is currently experiencing, or is at risk of, a reaction to the identified substance.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0132	text		Inactive		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0132	description		The subject is no longer at risk of a reaction to the identified substance.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0133	text	EVALUATION > data/ITEM_TREE > items/ELEMENT	Onset of first reaction		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0133	description	EVALUATION > data/ITEM_TREE > items/ELEMENT	The onset of the first known occurrence of a reaction event.		
openEHR-EHR-EVALUATION.adverse_reaction_risk.v2	term	at0133	comment	EVALUATION > data/ITEM_TREE > items/ELEMENT	For example: the actual date and/or time of onset; the interval of time during which the onset occurred; the age of the individual at the time of the onset; or the duration of time since the onset occurred. A partial date is valid, using the DV_DATE_TIME data type, to record only a year.		
