archetype	section	code	field	context	source	target	note
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0003	description	OBSERVATION > data/HISTORY > events/EVENT	Default, unspecified point in time or interval event which may be explicitly defined in a template or at run-time.	デフォルトではテンプレートや実行時に明示的に定義される特定されていない時点あるいは間隔でのイベント	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0004	text	OBSERVATION > data/HISTORY > events/EVENT > data/ITEM_TREE > items/ELEMENT	Weight	重量	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0004	description	OBSERVATION > data/HISTORY > events/EVENT > data/ITEM_TREE > items/ELEMENT	The weight of the individual.	個人の重量	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0008	text	OBSERVATION > data/HISTORY > events/EVENT > state/ITEM_TREE	state structure	state structure	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0008	description	OBSERVATION > data/HISTORY > events/EVENT > state/ITEM_TREE	@ internal @	@ internal @	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0009	text	OBSERVATION > data/HISTORY > events/EVENT > state/ITEM_TREE > items/ELEMENT	State of dress	着衣状態	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0009	description	OBSERVATION > data/HISTORY > events/EVENT > state/ITEM_TREE > items/ELEMENT	Description of the state of dress of the person at the time of weighing.	体重測定時の着衣状態についての記述￥	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0010	text		Fully clothed, including shoes	靴も履いている着衣状態	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0010	description		Clothing which may add significantly to weight, including shoes.	靴を含めて、体重測定に大きく関与するような着衣状態	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0011	text		Lightly clothed/underwear	軽装／下着	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0011	description		Clothing which will not add to weight significantly.	体重測定にあまり寄与しない着衣	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0013	text		Naked	全裸	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0013	description		Without any clothes.	何も着衣していない	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0015	text	OBSERVATION > protocol/ITEM_TREE	protocol structure	protocol structure	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0015	description	OBSERVATION > protocol/ITEM_TREE	@ internal @	@ internal @	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0017	text		Nappy/diaper	おむつを付けている状態	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0017	description		Wearing only a nappy - which may add significantly to weight.	おむつだけをはいている状態。体重測定に関与しうる。	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0020	text	OBSERVATION > protocol/ITEM_TREE > items/CLUSTER	Device	測定機器	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0020	description	OBSERVATION > protocol/ITEM_TREE > items/CLUSTER	Details about the weighing device.	測定に使用された機器についての詳細な記録	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0024	text	OBSERVATION > data/HISTORY > events/EVENT > data/ITEM_TREE > items/ELEMENT	Comment	コメント	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0024	description	OBSERVATION > data/HISTORY > events/EVENT > data/ITEM_TREE > items/ELEMENT	Additional narrative about the measurement of Body weight, not captured in other fields.	他のフィールドには記載されない体重の計測についての叙述的記録	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0025	text	OBSERVATION > data/HISTORY > events/EVENT > state/ITEM_TREE > items/ELEMENT	Confounding factors	交絡因子	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0025	description	OBSERVATION > data/HISTORY > events/EVENT > state/ITEM_TREE > items/ELEMENT	Record any issues or factors that may impact on the measurement of body weight eg timing in menstrual cycle, timing of recent bowel motion or noting of amputation.	体重計測に影響を与えうるすべての要素や問題。例えば、月経周期や直近の排便時、四肢切断の有無。	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0026	text	OBSERVATION > data/HISTORY > events/POINT_EVENT	Birth	生下時	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0026	description	OBSERVATION > data/HISTORY > events/POINT_EVENT	Usually the first weight, measured soon after birth. This event will only be used once per health record\n.	一般的には誕生後最初に計測される体重。このイベントは一生に1回だけ記録される。	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0027	text	OBSERVATION > protocol/ITEM_TREE > items/CLUSTER	Extension	拡張領域	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0027	description	OBSERVATION > protocol/ITEM_TREE > items/CLUSTER	Additional information required to capture local content or to align with other reference models/formalisms.	ローカルの内容や他の参照モデル、形式に割り当ててデータを取得する追加情報	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0027	comment	OBSERVATION > protocol/ITEM_TREE > items/CLUSTER	For example: local information requirements or additional metadata to align with FHIR or CIMI equivalents.	例えば、FHIRやCIMIと同等に割り当てられるメタデータやローカルの情報要件	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0028	text		Fully clothed, without shoes	靴を脱いだ着衣状態	
openEHR-EHR-OBSERVATION.body_weight.v2	term	at0028	description		Clothing which may add significantly to weight.	体重計測に影響を与えうる着衣状態	
