archetype	section	code	field	context	source	target	note
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0002	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE	@ internal @		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0004	text	INSTRUCTION > protocol/ITEM_TREE > items/ELEMENT	Order identifier		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0004	description	INSTRUCTION > protocol/ITEM_TREE > items/ELEMENT	Unique identifier for the medication order.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0004	comment	INSTRUCTION > protocol/ITEM_TREE > items/ELEMENT	This data element allows for multiple occurrences to be defined more explicitly at run-time, if required.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0005	text	INSTRUCTION > protocol/ITEM_TREE	Tree		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0005	description	INSTRUCTION > protocol/ITEM_TREE	@ internal @		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0008	text	INSTRUCTION > protocol/ITEM_TREE > items/CLUSTER	Extension		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0008	description	INSTRUCTION > protocol/ITEM_TREE > items/CLUSTER	Additional information required to capture local content or to align with other reference models/formalisms.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0008	comment	INSTRUCTION > protocol/ITEM_TREE > items/CLUSTER	For example: local information requirements or additional metadata to align with FHIR or CIMI equivalents.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0009	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Overall directions description		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0009	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Complete narrative description about how the ordered item is to be used.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0009	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	This narrative should normally subsume data captured in 'Dose amount', 'Dose timing' and any additional instructions for use. Where the medication dose directions are fully carried by the structured, computable dose directions, this element should carry the narrative equivalent, generally auto-generated. If it is not possible to represent the intended 'Dose direction' fully in computable form, partial representation is not recommended, and the directions should be only recorded in narrative form using this data element.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0011	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Order start criterion		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0011	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	A condition which, when met, requires the commencement of administration or use.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0011	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	For example: 'Start if symptoms recur'. This is intended for a general pre-condition which should trigger the whole medication course to be started, and not for 'as required' administrations of an ongoing order.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0012	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Order start date/time		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0012	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	The date and optional time to commence use of the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0013	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Order stop date/time		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0013	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	The date and optional time when it is planned to cease use of the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0016	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Order stop criterion		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0016	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	A condition which, when met, requires the cessation of administration or use.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0016	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	For example: 'Stop after symptoms disappear''.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0018	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Clinical indication		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0018	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	The clinical reason for use of the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0018	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	For example: 'Angina'. Coding of the clinical indication with a terminology is preferred, where possible. This data element allows multiple occurrences. It is not intended to carry an indication for administrative authorisation purposes.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0044	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Additional instruction		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0044	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	An additional instruction on how to use or store the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0044	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	For example: precautions as 'take with food', 'Avoid grapefruit', 'Dissolve in water', 'store in a cool, dry place'. This data element allows multiple occurrences and should be coded with a reference terminology, where possible.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0047	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Parsable directions		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0047	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	A parsable, computable text representation of the directions.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0047	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Generally this is only used when passing information between legacy systems. For example: '10mg bd; 20mg n' as used by the NHS Dose syntax (in development).		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0050	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Duration of order completed		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0050	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	The time period during which the individual/patient has already been using the ordered item as a part of the intended whole order but prior to the issuance of this order.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0050	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	For example: To record that the patient had been taking antibiotics 3 days prior to hospital admission, in the context of a 7 day course.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0051	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	Maximum dose		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0051	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	Details about the maximum, cumulative dose allowed over a defined period for the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0051	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	For example: 'up to 1gram per day'. This cluster allows multiple occurrences to enable representation of multiple maximum doses that apply to different time periods. Lifetime maximum dose should not be carried here as it refers to multiple orders over time.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0053	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER > items/ELEMENT	Allowed period		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0053	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER > items/ELEMENT	The period of time during which the maximum dose is calculated.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0053	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER > items/ELEMENT	Example: 24 hours.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0060	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Administrations completed		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0060	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	The number of administrations of the ordered item that have been completed, as part of the intended whole order but prior to the issuance of this order.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0060	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	For example: To record that the patient has taken the two first antibiotic tablets of a three day course, prior to discharge from the hospital to a nursing home.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0062	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Medication safety		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0062	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Details about medication safety for the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0064	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Exceptional safety override?		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0064	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Confirmation by the prescriber that the normal dose or other safety limit has been overridden due to exceptional circumstances.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0065	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	Dispense amount		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0065	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	Details about the amount of the ordered item to be dispensed.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0065	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	This SLOT allows for local variation in the different jurisdictions regarding medication dispensing amount to be managed.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0069	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Authorisation directions		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0069	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Details of authorisation of the ordered item, including supporting local self-administration, issue and endorsement policies.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0069	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	For example: details of repeat/refill supply. This SLOT allows for local variation in the different jurisdictions regarding medication authorisation and re-authorisation to be managed.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0070	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Medication item		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0070	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Name of the medication, vaccine or other therapeutic/prescribable item being ordered.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0070	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Depending on the prescribing context this field could be used for either generic- or product-based prescribing. This data field can be used to record tightly bound orders of different medications when they are prescribed as a single pack. It is strongly recommended that the 'Medication item' be coded with a terminology capable of triggering decision support, where possible. The extent of coding may vary from the simple name of the medication item through to structured details about the actual medication pack to be used. Free text entry should only be used if there is no appropriate terminology available.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0091	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Route		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0091	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	The route by which the ordered item is to be administered into the subject's body.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0091	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	For example: 'oral', 'intravenous', or 'topical'.\nCoding of the route with a terminology is preferred, where possible. Multiple potential routes may be specified.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0092	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Body site		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0092	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Name of the site of administration of the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0092	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	For example: 'left upper arm', 'intravenous catheter right hand'.\n Coding of the body site with a terminology is preferred, where possible.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0093	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Structured body site		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0093	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Structured description of the site of administration of the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0094	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Administration method		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0094	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	The technique or device by which the ordered item is to be administered.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0094	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	For example: ' via Z-track injection'; 'via nebuliser'. Coding of the method with a terminology is preferred, where possible.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0095	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Administration device		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0095	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Details of the medical device used to assist administration of the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0105	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Patient information		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0105	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	An additional instruction directed primarily at the individual/patient or carers.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0105	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	For example: 'To reduce your blood pressure', 'To thin your blood'. This data element allows multiple occurrences and should be coded with a reference terminology, where possible. If required it is possible to use a LINK attribute to associate this element with, for example, the 'original diagnosis' in a separate Problem list composition but the indication should be explicitly recorded here, as the link target may change over time.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0106	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Dispense instruction		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0106	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	An additional instruction directed primarily at the person dispensing the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0106	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Example: Detailed instructions for phased dispensing of opiates.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0107	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Monitoring instruction		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0107	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	An additional instruction which gives advice on recommended or required monitoring of the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0107	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	For example: 'Please check renal function in 2 weeks'. This data element allows multiple occurrences.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0112	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	Order summary		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0112	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	Summary information about use of the ordered item, such as current status or key dates, generally used in non-prescription contexts.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0112	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	Course summary may be required when transmitting medication information between systems or representing a FHIR Medication statement. For example: as part of a referral, emergency patient summary or discharge communication.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0113	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Order details		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0113	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Details about the whole medication order.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0129	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Dispense directions		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0129	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Directions about the dispensing of the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0130	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER > items/ELEMENT	Maximum amount		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0130	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER > items/ELEMENT	The maximum, cumulative amount of medication which should be administered within the allowed period.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0130	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER > items/ELEMENT	For example: 1 ml, 1.5 mg, 0.125 g.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0132	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Substitution direction		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0132	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Permission for substitution with a bioequivalent item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0132	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	In many jurisdictions, substitution of an ordered item as a generic form or with a different brand name, which has been determined as bioequivalent, is allowed at the point of dispense or supply. In other cases substitution is assumed and the clinician has to explicitly request non-substitution.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0139	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Priority		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0139	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	An indicator of the urgency with which the ordered item should be dispensed.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0139	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	For example 'Urgent'. This is left to be templated or specialised according to local valuesets. Some jurisdictions allow instructions to dispense to be marked as 'urgent' so that the dispensary handles them quickly.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0143	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Medication details		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0143	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Structured details about the overall medication including strength, form and constituent substances.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0143	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER	Use this SLOT where the detailed description of the ordered item needs to be explicitly stated. For example: the form, strength, any diluents or mixture of ingredients.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0148	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	Therapeutic intent		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0148	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	The overall therapeutic intent of the ordered item.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0148	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/ELEMENT	For example: 'pain relief'; 'palliative care'; 'low-dose prophylaxis'; 'rehydration'; 'nutritional infusion'.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0150	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	Total daily effective dose		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0150	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	Details about the total daily amount of the ordered item expected to be administered.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0150	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER	The total daily dose records the expected effective dose, and thus support titration of an initial low dose towards the effective dose over a period of time. This is not itself the target dose or goal but the actual effective daily dose against that goal. In some circumstances the Total daily dose will be calcuable from computable directions, in others it may need to be manually entered.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0151	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER > items/ELEMENT	Total daily amount		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0151	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER > items/ELEMENT	The amount of ordered item which will be taken each day if administered as intended.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0151	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/CLUSTER > items/ELEMENT	For example '20 mg'.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0154	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Non-substitution reason		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0154	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	The reason why an ordered item should not be substituted at dispense.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0154	comment	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	For example 'Generic preparation not bio-equivalent'.		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0155	text	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	Dispensing start date		
openEHR-EHR-INSTRUCTION.medication_order.v3	term	at0155	description	INSTRUCTION > activities/ACTIVITY > description/ITEM_TREE > items/CLUSTER > items/ELEMENT	The date from which the ordered item is permitted to be dispensed for the first time.		
