archetype	section	code	field	context	source	target	note
openEHR-EHR-CLUSTER.media_file.v1	term	at0002	text	CLUSTER > items/ELEMENT	Content name	コンテンツ名	要確認: コンテンツ名（他候補: 内容名）Content＝コンテンツと対応させた。
openEHR-EHR-CLUSTER.media_file.v1	term	at0002	description	CLUSTER > items/ELEMENT	Descriptive name or title for the media file.	メディアファイルの内容を表す名称またはタイトル。	
openEHR-EHR-CLUSTER.media_file.v1	term	at0002	comment	CLUSTER > items/ELEMENT	A description of the content of the media file. Use an agreed standardised naming convention, if available. For example: \"Right hand burn #1\" or \"Cardiology video consultation on May 2\".	メディアファイルの内容を説明する。合意された標準的な命名規則があれば、それを用いること。例：「右手の熱傷 #1」または「5月2日の循環器科のビデオ診察」。	
openEHR-EHR-CLUSTER.media_file.v1	term	at0004	text	CLUSTER > items/ELEMENT	Created	作成日時	
openEHR-EHR-CLUSTER.media_file.v1	term	at0004	description	CLUSTER > items/ELEMENT	The date/time, partial date or period when the media file was generated or authored.	メディアファイルを生成または作成した日時、部分的な日付、または期間。	
openEHR-EHR-CLUSTER.media_file.v1	term	at0005	text	CLUSTER > items/ELEMENT	Description	説明	
openEHR-EHR-CLUSTER.media_file.v1	term	at0005	description	CLUSTER > items/ELEMENT	Narrative description about the media file.	メディアファイルに関する記述。	
openEHR-EHR-CLUSTER.media_file.v1	term	at0007	text	CLUSTER > items/ELEMENT	Comment	コメント	
openEHR-EHR-CLUSTER.media_file.v1	term	at0007	description	CLUSTER > items/ELEMENT	Additional narrative about the media file not captured in other fields.	他の項目には収まらないメディアファイルについての追加の記述。	
openEHR-EHR-CLUSTER.media_file.v1	term	at0010	text	CLUSTER > items/ELEMENT	Identifier	識別子	
openEHR-EHR-CLUSTER.media_file.v1	term	at0010	description	CLUSTER > items/ELEMENT	Unique ID for the media file.	メディアファイルの一意の識別子。	
openEHR-EHR-CLUSTER.media_file.v1	term	at0011	text	CLUSTER > items/CLUSTER	Source device	作成機器	
openEHR-EHR-CLUSTER.media_file.v1	term	at0011	description	CLUSTER > items/CLUSTER	Details about the device used to generate or author the media file.	メディアファイルの生成または作成に用いた機器に関する詳細情報。	
openEHR-EHR-CLUSTER.media_file.v1	term	at0011	comment	CLUSTER > items/CLUSTER	For example: the camera used to capture an image.	例：画像の撮影に用いたカメラ。	
openEHR-EHR-CLUSTER.media_file.v1	term	at0012	text	CLUSTER > items/CLUSTER	Creator	作成者	
openEHR-EHR-CLUSTER.media_file.v1	term	at0012	description	CLUSTER > items/CLUSTER	Details about the individual or organisation who generated or authored the media file.	メディアファイルを生成または作成した個人や組織に関する詳細情報。	
openEHR-EHR-CLUSTER.media_file.v1	term	at0013	text	CLUSTER > items/CLUSTER	Additional details	追加の詳細情報	
openEHR-EHR-CLUSTER.media_file.v1	term	at0013	description	CLUSTER > items/CLUSTER	Additional structured details about the media file.	メディアファイルに関する構造化された追加の詳細情報。	
